Año,Id Política,Nombre Política,Id Programa,Nombre Programa,Presupuesto Gasto,Gasto Real
2011,43,"Comercio, turismo y PYMES",431O,Ordenación y modernización de las estructuras comerciales,11516530.0,
2011,43,"Comercio, turismo y PYMES",431M,Dirección y Servicios Generales de Comercio y Turismo,27011650.0,
2011,11,Justicia,,,1712389620.0,
2011,11,Justicia,111O,Selección y formación de jueces,26691660.0,
2011,11,Justicia,111Q,Formación del Personal de la Administración de Justicia,11774750.0,
2011,11,Justicia,111P,Documentación y publicaciones judiciales,9633920.0,
2011,11,Justicia,111N,Dirección y Servicios Generales de Justicia,61988800.0,
2011,11,Justicia,111M,Gobierno del Poder Judicial,37712350.0,
2011,11,Justicia,112A,Tribunales de Justicia y Ministerio Fiscal,1528710690.0,
2011,11,Justicia,113M,Registros vinculados con la Fe Pública,30943090.0,
2011,11,Justicia,111R,Formación de la Carrera Fiscal,4934360.0,
2011,22,Otras prestaciones económicas,,,13575828320.0,
2011,22,Otras prestaciones económicas,222M,Prestaciones económicas del Mutualismo Administrativo,555668410.0,
2011,22,Otras prestaciones económicas,223M,Prestaciones de garantía salarial,1428367140.0,
2011,22,Otras prestaciones económicas,224M,Prestaciones económicas por cese de actividad,11083700.0,
2011,22,Otras prestaciones económicas,221M,Subsidios de incapacidad temporal y otras prestaciones económicas de la Seguridad Social,11580709070.0,
2011,41,"Agricultura, pesca y alimentación",,,8557827040.0,
2011,41,"Agricultura, pesca y alimentación",413A,Competitividad industria agroalimentaria y calidad alimentaria,40850980.0,
2011,41,"Agricultura, pesca y alimentación",416A,Previsión de riesgos en las producciones agrarias y pesqueras,281122350.0,
2011,41,"Agricultura, pesca y alimentación",412M,Regulación de los mercados agrarios,6155342780.0,
2011,41,"Agricultura, pesca y alimentación",414B,Desarrollo del medio rural,1520405340.0,
2011,41,"Agricultura, pesca y alimentación",415B,Mejora de estructuras y mercados pesqueros,93325200.0,
2011,41,"Agricultura, pesca y alimentación",414A,"Gestión de recursos hídricos para el regadío, caminos naturales y otras infraestructuras rurales",46049860.0,
2011,41,"Agricultura, pesca y alimentación",415A,Protección de los recursos pesqueros y desarrollo sostenible,28666580.0,
2011,41,"Agricultura, pesca y alimentación",414C,Programa de Desarrollo Rural Sostenible,200300000.0,
2011,41,"Agricultura, pesca y alimentación",411M,"Dirección y Servicios Generales de Agricultura, Pesca y Alimentación",3401370.0,
2011,41,"Agricultura, pesca y alimentación",412B,Competitividad y calidad de la producción ganadera,135298690.0,
2011,41,"Agricultura, pesca y alimentación",412A,Competitividad y calidad de la producción agrícola,53063890.0,
2011,93,Administración financiera y tributaria,,,1409369020.0,
2011,93,Administración financiera y tributaria,931O,Política tributaria,7536480.0,
2011,93,Administración financiera y tributaria,931N,Política presupuestaria,48071120.0,
2011,93,Administración financiera y tributaria,931M,Previsión y política económica,55538460.0,
2011,93,Administración financiera y tributaria,932M,Gestión del catastro inmobiliario,108983050.0,
2011,93,Administración financiera y tributaria,932N,Resolución de reclamaciones económico-administrativas,29906000.0,
2011,93,Administración financiera y tributaria,932A,Aplicación del sistema tributario estatal,1078025640.0,
2011,93,Administración financiera y tributaria,931P,Control interno y Contabilidad Pública,81308270.0,
2011,91,Alta dirección,,,678812340.0,
2011,91,Alta dirección,911Q,Apoyo a la gestión administrativa de la Jefatura del Estado,6203070.0,
2011,91,Alta dirección,911N,Actividad legislativa,216371090.0,
2011,91,Alta dirección,912O,"Relaciones con las Cortes Generales, Secretariado del Gobierno y apoyo a la Alta Dirección",68341420.0,
2011,91,Alta dirección,911P,Control Constitucional,26390110.0,
2011,91,Alta dirección,911O,Control externo del Sector Público,62080940.0,
2011,91,Alta dirección,912M,Presidencia del Gobierno,43406660.0,
2011,91,Alta dirección,912Q,Asesoramiento para la protección de los intereses nacionales,227794420.0,
2011,91,Alta dirección,912P,"Asesoramiento del Gobierno en materia social, económica y laboral",9323210.0,
2011,91,Alta dirección,912N,Alto asesoramiento del Estado,10467140.0,
2011,91,Alta dirección,911M,Jefatura del Estado,8434280.0,
2011,44,Subvenciones al transporte,,,1018724760.0,
2011,44,Subvenciones al transporte,441M,Subvenciones y apoyo al transporte terrestre,548867170.0,
2011,44,Subvenciones al transporte,441O,Subvenciones y apoyo al transporte aéreo,344847590.0,
2011,44,Subvenciones al transporte,441N,Subvenciones y apoyo al transporte marítimo,84360000.0,
2011,44,Subvenciones al transporte,441P,Subvenciones al transporte extrapeninsular de mercancías,40650000.0,
2011,24,Fomento del empleo,,,7328812820.0,
2011,24,Fomento del empleo,241A,Fomento de la inserción y estabilidad laboral,7322276410.0,
2011,24,Fomento del empleo,241N,"Desarrollo del trabajo autónomo, de la economía social y de la responsabilidad social de las empresas",6536410.0,
2011,94,Transferencias a otras admones. públicas,,,42811178510.0,
2011,94,Transferencias a otras admones. públicas,941M,Transferencias a Comunidades Autónomas por participación en los ingresos del Estado,14797873610.0,
2011,94,Transferencias a otras admones. públicas,943N,Cooperación a través del Fondo Europeo de Desarrollo y del Fondo Europeo de Apoyo a la Paz,295000000.0,
2011,94,Transferencias a otras admones. públicas,941N,Transferencias a Comunidades Autónomas por los Fondos de Compensación Interterritorial,1074370000.0,
2011,94,Transferencias a otras admones. públicas,941O,Otras transferencias a Comunidades Autónomas,1193132660.0,
2011,94,Transferencias a otras admones. públicas,942A,Cooperación económica local del Estado,140636670.0,
2011,94,Transferencias a otras admones. públicas,943M,Transferencias al Presupuesto General de la Unión Europea,11822372000.0,
2011,94,Transferencias a otras admones. públicas,942N,Otras transferencias a Entidades Locales,251809190.0,
2011,94,Transferencias a otras admones. públicas,942M,Transferencias a Entidades Locales por participación en los ingresos del Estado,13235984380.0,
2011,25,Desempleo,,,30473554630.0,
2011,25,Desempleo,251M,Prestaciones a los desempleados,30473554630.0,
2011,26,Acceso a la vivienda y fomento de la edificación,,,1216104180.0,
2011,26,Acceso a la vivienda y fomento de la edificación,261P,Urbanismo y política del suelo,2382790.0,
2011,26,Acceso a la vivienda y fomento de la edificación,261O,Ordenación y fomento de la edificación,71500000.0,
2011,26,Acceso a la vivienda y fomento de la edificación,261N,"Promoción, administración y ayudas para rehabilitación y acceso a vivienda",1124295500.0,
2011,26,Acceso a la vivienda y fomento de la edificación,261M,Dirección y Servicios Generales de Vivienda,17925890.0,
2011,29,Gestión y administración de la Seguridad Social,,,2183632210.0,
2011,29,Gestión y administración de la Seguridad Social,291M,"Dirección y Servicios Generales de la Inclusión, de la Seguridad Social y de la Migración",2043305430.0,
2011,29,Gestión y administración de la Seguridad Social,291A,Inspección y control de Seguridad y Protección Social,140326780.0,
2011,95,Deuda pública,,,27400000000.0,
2011,95,Deuda pública,951M,Amortización y gastos financieros de la deuda pública en euros,25697554550.0,
2011,95,Deuda pública,951N,Amortización y gastos financieros de la deuda pública en moneda extranjera,1702445450.0,
2012,12,Defensa,,,6266185820.0,
2012,12,Defensa,121M,Administración y Servicios Generales de Defensa,1222628370.0,
2012,12,Defensa,122B,Programas especiales de modernización,4953460.0,
2012,12,Defensa,122N,Apoyo Logístico,1510684940.0,
2012,12,Defensa,122M,Gastos Operativos de las Fuerzas Armadas,2289059210.0,
2012,12,Defensa,121N,Formación del Personal de las Fuerzas Armadas,418960060.0,
2012,12,Defensa,121O,Personal en reserva,550956310.0,
2012,12,Defensa,122A,Modernización de las Fuerzas Armadas,268943470.0,
2012,31,Sanidad,,,3975001690.0,
2012,31,Sanidad,312F,Atención primaria de salud de Mutuas colaboradoras con la Seguridad Social e Instituto Social de la Marina,831128970.0,
2012,31,Sanidad,311M,Dirección y Servicios Generales de Sanidad,98634720.0,
2012,31,Sanidad,313B,"Salud pública, sanidad exterior y calidad",38422550.0,
2012,31,Sanidad,313C,Seguridad alimentaria y nutrición,15910320.0,
2012,31,Sanidad,312E,Asistencia sanitaria del Mutualismo Administrativo,2082900620.0,
2012,31,Sanidad,313A,Prestaciones sanitarias y farmacia,145162220.0,
2012,31,Sanidad,312A,Asistencia hospitalaria en las Fuerzas Armadas,148283490.0,
2012,31,Sanidad,313D,"Donación y trasplante de órganos, tejidos y células",3937990.0,
2012,31,Sanidad,312C,Atención especializada de salud. Instituto Nacional de Gestión Sanitaria,141536240.0,
2012,31,Sanidad,311O,Políticas de Salud y Ordenación Profesional,11171370.0,
2012,31,Sanidad,312G,Atención especializada de salud de Mutuas colaboradoras con la Seguridad Social e Instituto Social de la Marina,365407680.0,
2012,31,Sanidad,312D,Medicina marítima,32559810.0,
2012,31,Sanidad,312B,Atención primaria de salud. Instituto Nacional de Gestión Sanitaria,59945710.0,
2012,49,Otras actuaciones de carácter económico,,,309479810.0,
2012,49,Otras actuaciones de carácter económico,491M,Ordenación y promoción de las telecomunicaciones y de la Sociedad de la Información,70814150.0,
2012,49,Otras actuaciones de carácter económico,495A,Desarrollo y aplicación de la información geográfica española,34897300.0,
2012,49,Otras actuaciones de carácter económico,492M,Defensa de la competencia en los mercados y regulación de sectores productivos,12746410.0,
2012,49,Otras actuaciones de carácter económico,496M,Regulación del juego,6171830.0,
2012,49,Otras actuaciones de carácter económico,492N,Regulación y vigilancia de la competencia en el Mercado de Tabacos,8905300.0,
2012,49,Otras actuaciones de carácter económico,493O,Regulación contable y de auditorías,7295140.0,
2012,49,Otras actuaciones de carácter económico,495B,Meteorología,87225580.0,
2012,49,Otras actuaciones de carácter económico,495C,Metrología,6770520.0,
2012,49,Otras actuaciones de carácter económico,494M,Administración de las relaciones laborales y condiciones de trabajo,42373880.0,
2012,49,Otras actuaciones de carácter económico,493M,"Dirección, control y gestión de seguros",12430180.0,
2012,49,Otras actuaciones de carácter económico,492O,Protección y promoción de los derechos de los consumidores y usuarios,19347520.0,
2012,49,Otras actuaciones de carácter económico,491N,Servicio postal universal,502000.0,
2012,45,Infraestructuras,,,5886732720.0,
2012,45,Infraestructuras,454M,Regulación y seguridad del tráfico marítimo,170013860.0,
2012,45,Infraestructuras,452A,Gestión e infraestructuras del agua,939600710.0,
2012,45,Infraestructuras,456A,Calidad del agua,199274960.0,
2012,45,Infraestructuras,451O,Dirección y Servicios Generales para la Transición Ecológica y el Reto Demográfico,177152530.0,
2012,45,Infraestructuras,453M,Ordenación e inspección del transporte terrestre,34669070.0,
2012,45,Infraestructuras,455M,Regulación y supervisión de la aviación civil,56014080.0,
2012,45,Infraestructuras,451N,"Dirección y Servicios Generales de Transportes, Movilidad y Agenda Urbana",168926390.0,
2012,45,Infraestructuras,456B,Protección y mejora del medio ambiente,18831860.0,
2012,45,Infraestructuras,453B,Creación de infraestructura de carreteras,1782289490.0,
2012,45,Infraestructuras,451M,Estudios y servicios de asistencia técnica en Obras Públicas y Urbanismo,31967120.0,
2012,45,Infraestructuras,456C,Protección y mejora del medio natural,190433020.0,
2012,45,Infraestructuras,453A,Infraestructura del transporte ferroviario,966567910.0,
2012,45,Infraestructuras,452M,Normativa y ordenación territorial de los recursos hídricos,13201920.0,
2012,45,Infraestructuras,456M,Actuaciones para la prevención de la contaminación y el cambio climático,5589290.0,
2012,45,Infraestructuras,456D,Actuación en la costa,104593800.0,
2012,45,Infraestructuras,453C,Conservación y explotación de carreteras,926037980.0,
2012,45,Infraestructuras,457M,Infraestructuras en comarcas mineras del carbón,101568730.0,
2012,46,"Investigación, desarrollo e innovación",,,2632631320.0,
2012,46,"Investigación, desarrollo e innovación",463A,Investigación científica,771456930.0,
2012,46,"Investigación, desarrollo e innovación",467G,Investigación y desarrollo de la Sociedad de la Información,50904600.0,
2012,46,"Investigación, desarrollo e innovación",462M,Investigación y estudios sociológicos y constitucionales,12486880.0,
2012,46,"Investigación, desarrollo e innovación",467A,Astronomía y astrofísica,16502190.0,
2012,46,"Investigación, desarrollo e innovación",464A,Investigación y estudios de las Fuerzas Armadas,173725960.0,
2012,46,"Investigación, desarrollo e innovación",467E,Investigación oceanográfica y pesquera,58117730.0,
2012,46,"Investigación, desarrollo e innovación",462N,Investigación y estudios estadísticos y económicos,6469960.0,
2012,46,"Investigación, desarrollo e innovación",465A,Investigación sanitaria,293638390.0,
2012,46,"Investigación, desarrollo e innovación",463B,Fomento y coordinación de la investigación científica y técnica,661525250.0,
2012,46,"Investigación, desarrollo e innovación",467I,Innovación tecnológica de las telecomunicaciones,56231340.0,
2012,46,"Investigación, desarrollo e innovación",467F,Investigación geológico-minera y medioambiental,25901390.0,
2012,46,"Investigación, desarrollo e innovación",467H,"Investigación energética, medioambiental y tecnológica",83655350.0,
2012,46,"Investigación, desarrollo e innovación",467D,Investigación y experimentación agraria,75420770.0,
2012,46,"Investigación, desarrollo e innovación",467C,Investigación y desarrollo tecnológico-industrial,339222840.0,
2012,46,"Investigación, desarrollo e innovación",467B,"Investigación, desarrollo y experimentación en transporte e infraestructuras",932900.0,
2012,46,"Investigación, desarrollo e innovación",466A,Investigación y evaluación educativa,5588840.0,
2012,46,"Investigación, desarrollo e innovación",464C,Investigación y estudios en materia de seguridad pública,850000.0,
2012,33,Cultura,,,914611180.0,
2012,33,Cultura,334A,Promoción y cooperación cultural,24573370.0,
2012,33,Cultura,337C,Protección del Patrimonio Histórico,7582630.0,
2012,33,Cultura,337A,Administración del Patrimonio Histórico-Nacional,117349750.0,
2012,33,Cultura,335A,Música y danza,89773500.0,
2012,33,Cultura,333B,Exposiciones,3892620.0,
2012,33,Cultura,333A,Museos,177308940.0,
2012,33,Cultura,335B,Teatro,44678430.0,
2012,33,Cultura,332B,Bibliotecas,60776930.0,
2012,33,Cultura,336A,Fomento y apoyo de las actividades deportivas,172903770.0,
2012,33,Cultura,337B,Conservación y restauración de bienes culturales,40785770.0,
2012,33,Cultura,335C,Cinematografía,71059710.0,
2012,33,Cultura,334B,Promoción del libro y publicaciones culturales,11095390.0,
2012,33,Cultura,334C,Fomento de las industrias culturales,7481760.0,
2012,33,Cultura,332A,Archivos,40543170.0,
2012,33,Cultura,331M,Dirección y Servicios Generales de Cultura y Deporte,44805440.0,
2012,21,Pensiones,,,115822933590.0,
2012,21,Pensiones,219N,Gestión de pensiones de Clases Pasivas,7662420.0,
2012,21,Pensiones,212M,Pensiones no contributivas y prestaciones asistenciales,2022125850.0,
2012,21,Pensiones,219M,Gestión de las prestaciones económicas de Seguridad Social,409856350.0,
2012,21,Pensiones,211O,Otras pensiones y prestaciones de Clases Pasivas,107547050.0,
2012,21,Pensiones,212N,Pensiones de guerra,314804620.0,
2012,21,Pensiones,211M,Pensiones contributivas de la Seguridad Social,102103288970.0,
2012,21,Pensiones,211N,Pensiones de Clases Pasivas,10857648330.0,
2012,92,Servicios de carácter general,,,5871683850.0,
2012,92,Servicios de carácter general,921P,Administración General del Estado en el Territorio,301274670.0,
2012,92,Servicios de carácter general,921T,Servicios de transportes de Ministerios,42783720.0,
2012,92,Servicios de carácter general,921V,"Evaluación de políticas y programas públicos, calidad de los servicios e impacto normativo",4446360.0,
2012,92,Servicios de carácter general,923C,Elaboración y difusión estadística,215668270.0,
2012,92,Servicios de carácter general,921Q,Cobertura informativa,17751240.0,
2012,92,Servicios de carácter general,921R,Publicidad de las normas legales,33673890.0,
2012,92,Servicios de carácter general,923N,Formación del personal de Economía y Hacienda,9761510.0,
2012,92,Servicios de carácter general,923M,Dirección y Servicios Generales de Hacienda y Función Pública,573674520.0,
2012,92,Servicios de carácter general,923A,Gestión del Patrimonio del Estado,57631190.0,
2012,92,Servicios de carácter general,921O,Formación del personal de las Administraciones Públicas,76131840.0,
2012,92,Servicios de carácter general,922M,Organización territorial del Estado y desarrollo de sus sistemas de colaboración,3755710.0,
2012,92,Servicios de carácter general,921S,Asesoramiento y defensa de los intereses del Estado,32319210.0,
2012,92,Servicios de carácter general,922N,Coordinación y relaciones financieras con los Entes Territoriales,5774900.0,
2012,92,Servicios de carácter general,923P,Relaciones con Instituciones Financieras Multilaterales,2291760.0,
2012,92,Servicios de carácter general,921N,Dirección y organización de la Administración Pública,48598060.0,
2012,92,Servicios de carácter general,924M,Elecciones y Partidos Políticos,114993780.0,
2012,92,Servicios de carácter general,923O,Gestión de la Deuda y de la Tesorería del Estado,27837990.0,
2012,92,Servicios de carácter general,929M,Imprevistos y funciones no clasificadas,1980312660.0,
2012,92,Servicios de carácter general,921U,Publicaciones,193570.0,
2012,92,Servicios de carácter general,929N,Fondo de contingencia de ejecución presupuestaria,2322809000.0,
2012,23,Servicios sociales y promoción social,,,2112696690.0,
2012,23,Servicios sociales y promoción social,231I,Autonomía personal y atención a la dependencia,1407149120.0,
2012,23,Servicios sociales y promoción social,232A,Promoción y servicios a la juventud,28565980.0,
2012,23,Servicios sociales y promoción social,231F,Otros servicios sociales del Estado,176861470.0,
2012,23,Servicios sociales y promoción social,232B,Igualdad de oportunidades entre mujeres y hombres,24946830.0,
2012,23,Servicios sociales y promoción social,231A,Plan Nacional sobre Drogas,18486080.0,
2012,23,Servicios sociales y promoción social,231E,Otros servicios sociales de la Seguridad Social,41940470.0,
2012,23,Servicios sociales y promoción social,231C,Servicios Sociales de la Seguridad Social a personas con discapacidad,74547480.0,
2012,23,Servicios sociales y promoción social,232C,Actuaciones para la prevención integral de la violencia de género,23828940.0,
2012,23,Servicios sociales y promoción social,231G,Atención a la infancia y a las familias,5255320.0,
2012,23,Servicios sociales y promoción social,231H,Acciones en favor de los inmigrantes,66849630.0,
2012,23,Servicios sociales y promoción social,231D,Servicios Sociales de la Seguridad Social a personas mayores,124340450.0,
2012,23,Servicios sociales y promoción social,231B,Acciones en favor de los emigrantes,89701550.0,
2012,23,Servicios sociales y promoción social,239M,Gestión de los servicios sociales de la Seguridad Social,30223370.0,
2012,32,Educación,,,2115344640.0,
2012,32,Educación,322C,Enseñanzas universitarias,146701190.0,
2012,32,Educación,321M,Dirección y Servicios Generales de Educación y Formación Profesional,74746020.0,
2012,32,Educación,321N,Formación permanente del profesorado de Educación,4216520.0,
2012,32,Educación,322G,Educación compensatoria,68738400.0,
2012,32,Educación,322B,"Educación Secundaria, Formación Profesional y Escuelas Oficiales de Idiomas",175793970.0,
2012,32,Educación,322F,Educación en el exterior,108584540.0,
2012,32,Educación,324M,Servicios complementarios de la enseñanza,5637040.0,
2012,32,Educación,322I,Enseñanzas especiales,1910690.0,
2012,32,Educación,322K,Deporte en edad escolar y en la Universidad,13308550.0,
2012,32,Educación,323M,Becas y ayudas a estudiantes,1270048520.0,
2012,32,Educación,322E,Enseñanzas artísticas,7376110.0,
2012,32,Educación,322A,Educación Infantil y Primaria,167130420.0,
2012,32,Educación,322D,Educación especial,13431450.0,
2012,32,Educación,322J,Nuevas tecnologías aplicadas a la educación,45008170.0,
2012,32,Educación,322H,Educación permanente y a distancia no universitaria,5751470.0,
2012,32,Educación,324N,Apoyo a otras actividades escolares,6961580.0,
2012,14,Política exterior,,,1380143320.0,
2012,14,Política exterior,143A,Cooperación para el desarrollo,383379460.0,
2012,14,Política exterior,142A,Acción del Estado en el exterior,761230190.0,
2012,14,Política exterior,142B,Acción Diplomática ante la Unión Europea,22773540.0,
2012,14,Política exterior,141M,"Dirección y Servicios Generales de Asuntos Exteriores, Unión Europea y Cooperación",79875180.0,
2012,14,Política exterior,144A,"Cooperación, promoción y difusión cultural en el exterior",132884950.0,
2012,13,Seguridad ciudadana e instituciones penitenciarias,,,8353438500.0,
2012,13,Seguridad ciudadana e instituciones penitenciarias,132B,Seguridad vial,722595500.0,
2012,13,Seguridad ciudadana e instituciones penitenciarias,135M,Protección de datos de carácter personal,13906750.0,
2012,13,Seguridad ciudadana e instituciones penitenciarias,132A,Seguridad ciudadana,5468462910.0,
2012,13,Seguridad ciudadana e instituciones penitenciarias,131O,Fuerzas y Cuerpos en reserva,697385600.0,
2012,13,Seguridad ciudadana e instituciones penitenciarias,131P,Derecho de asilo y apátridas,3322530.0,
2012,13,Seguridad ciudadana e instituciones penitenciarias,134M,Protección Civil,14759410.0,
2012,13,Seguridad ciudadana e instituciones penitenciarias,131M,Dirección y Servicios Generales de Seguridad y Protección Civil,88134730.0,
2012,13,Seguridad ciudadana e instituciones penitenciarias,133A,Centros e Instituciones Penitenciarias,1154443170.0,
2012,13,Seguridad ciudadana e instituciones penitenciarias,132C,Actuaciones policiales en materia de droga,82203200.0,
2012,13,Seguridad ciudadana e instituciones penitenciarias,131N,Formación de Fuerzas y Cuerpos de Seguridad del Estado,80808380.0,
2012,13,Seguridad ciudadana e instituciones penitenciarias,133B,"Trabajo, formación y asistencia a reclusos",27416320.0,
2012,42,Industria y energía,,,1130376060.0,
2012,42,Industria y energía,424M,Seguridad nuclear y protección radiológica,47211600.0,
2012,42,Industria y energía,423N,Explotación minera,523049650.0,
2012,42,Industria y energía,421N,Regulación y protección de la Propiedad Industrial,53921700.0,
2012,42,Industria y energía,421M,"Dirección y Servicios Generales de Industria, Comercio y Turismo",70669290.0,
2012,42,Industria y energía,422A,Incentivos regionales a la localización industrial,128187690.0,
2012,42,Industria y energía,425A,Normativa y desarrollo energético,30015580.0,
2012,42,Industria y energía,421O,Calidad y seguridad industrial,3890820.0,
2012,42,Industria y energía,422M,Reconversión y reindustrialización,217375490.0,
2012,42,Industria y energía,422B,Desarrollo industrial,15054240.0,
2012,42,Industria y energía,423M,Desarrollo alternativo de las comarcas mineras del carbón,41000000.0,
2012,43,"Comercio, turismo y PYMES",,,400255360.0,
2012,43,"Comercio, turismo y PYMES",432A,Coordinación y promoción del turismo,119666120.0,
2012,43,"Comercio, turismo y PYMES",431A,Promoción comercial e internacionalización de la empresa,203848130.0,
2012,43,"Comercio, turismo y PYMES",431N,Ordenación del comercio exterior,9665980.0,
2012,43,"Comercio, turismo y PYMES",433M,Apoyo a la pequeña y mediana empresa,44611860.0,
2012,43,"Comercio, turismo y PYMES",431O,Ordenación y modernización de las estructuras comerciales,8454590.0,
2012,43,"Comercio, turismo y PYMES",431M,Dirección y Servicios Generales de Comercio y Turismo,14008680.0,
2012,11,Justicia,,,1611888820.0,
2012,11,Justicia,111O,Selección y formación de jueces,26452820.0,
2012,11,Justicia,111Q,Formación del Personal de la Administración de Justicia,11446560.0,
2012,11,Justicia,111P,Documentación y publicaciones judiciales,9140510.0,
2012,11,Justicia,111N,Dirección y Servicios Generales de Justicia,55242800.0,
2012,11,Justicia,111M,Gobierno del Poder Judicial,35619180.0,
2012,11,Justicia,112A,Tribunales de Justicia y Ministerio Fiscal,1441645660.0,
2012,11,Justicia,113M,Registros vinculados con la Fe Pública,26126590.0,
2012,11,Justicia,111R,Formación de la Carrera Fiscal,6214700.0,
2012,22,Otras prestaciones económicas,,,12012742890.0,
2012,22,Otras prestaciones económicas,222M,Prestaciones económicas del Mutualismo Administrativo,443691100.0,
2012,22,Otras prestaciones económicas,223M,Prestaciones de garantía salarial,1274943180.0,
2012,22,Otras prestaciones económicas,224M,Prestaciones económicas por cese de actividad,31025450.0,
2012,22,Otras prestaciones económicas,221M,Subsidios de incapacidad temporal y otras prestaciones económicas de la Seguridad Social,10263083160.0,
2012,41,"Agricultura, pesca y alimentación",,,8442642040.0,
2012,41,"Agricultura, pesca y alimentación",412D,Competitividad y calidad de la sanidad agraria,56045450.0,
2012,41,"Agricultura, pesca y alimentación",412C,Competitividad y calidad de la producción y los mercados agrarios,62899240.0,
2012,41,"Agricultura, pesca y alimentación",413A,Competitividad industria agroalimentaria y calidad alimentaria,30845520.0,
2012,41,"Agricultura, pesca y alimentación",416A,Previsión de riesgos en las producciones agrarias y pesqueras,252641190.0,
2012,41,"Agricultura, pesca y alimentación",412M,Regulación de los mercados agrarios,6371079200.0,
2012,41,"Agricultura, pesca y alimentación",414B,Desarrollo del medio rural,1519976360.0,
2012,41,"Agricultura, pesca y alimentación",415B,Mejora de estructuras y mercados pesqueros,59010760.0,
2012,41,"Agricultura, pesca y alimentación",414A,"Gestión de recursos hídricos para el regadío, caminos naturales y otras infraestructuras rurales",41142540.0,
2012,41,"Agricultura, pesca y alimentación",415A,Protección de los recursos pesqueros y desarrollo sostenible,19672390.0,
2012,41,"Agricultura, pesca y alimentación",414C,Programa de Desarrollo Rural Sostenible,29329390.0,
2012,93,Administración financiera y tributaria,,,1426801380.0,
2012,93,Administración financiera y tributaria,931O,Política tributaria,6534830.0,
2012,93,Administración financiera y tributaria,931N,Política presupuestaria,59336060.0,
2012,93,Administración financiera y tributaria,931M,Previsión y política económica,122515550.0,
2012,93,Administración financiera y tributaria,932M,Gestión del catastro inmobiliario,103491090.0,
2012,93,Administración financiera y tributaria,932N,Resolución de reclamaciones económico-administrativas,29560470.0,
2012,93,Administración financiera y tributaria,932A,Aplicación del sistema tributario estatal,1026276010.0,
2012,93,Administración financiera y tributaria,931P,Control interno y Contabilidad Pública,79087370.0,
2012,91,Alta dirección,,,632623320.0,
2012,91,Alta dirección,911Q,Apoyo a la gestión administrativa de la Jefatura del Estado,6158560.0,
2012,91,Alta dirección,911N,Actividad legislativa,206581890.0,
2012,91,Alta dirección,912O,"Relaciones con las Cortes Generales, Secretariado del Gobierno y apoyo a la Alta Dirección",42984820.0,
2012,91,Alta dirección,911P,Control Constitucional,25483830.0,
2012,91,Alta dirección,911O,Control externo del Sector Público,61988020.0,
2012,91,Alta dirección,912M,Presidencia del Gobierno,41472620.0,
2012,91,Alta dirección,912Q,Asesoramiento para la protección de los intereses nacionales,220794420.0,
2012,91,Alta dirección,912P,"Asesoramiento del Gobierno en materia social, económica y laboral",8816680.0,
2012,91,Alta dirección,912N,Alto asesoramiento del Estado,10078200.0,
2012,91,Alta dirección,911M,Jefatura del Estado,8264280.0,
2012,44,Subvenciones al transporte,,,1616801030.0,
2012,44,Subvenciones al transporte,441M,Subvenciones y apoyo al transporte terrestre,1247910680.0,
2012,44,Subvenciones al transporte,441O,Subvenciones y apoyo al transporte aéreo,288337000.0,
2012,44,Subvenciones al transporte,441N,Subvenciones y apoyo al transporte marítimo,57863350.0,
2012,44,Subvenciones al transporte,441P,Subvenciones al transporte extrapeninsular de mercancías,22690000.0,
2012,24,Fomento del empleo,,,5764687280.0,
2012,24,Fomento del empleo,241A,Fomento de la inserción y estabilidad laboral,5759502480.0,
2012,24,Fomento del empleo,241N,"Desarrollo del trabajo autónomo, de la economía social y de la responsabilidad social de las empresas",5184800.0,
2012,94,Transferencias a otras admones. públicas,,,49686069350.0,
2012,94,Transferencias a otras admones. públicas,941M,Transferencias a Comunidades Autónomas por participación en los ingresos del Estado,21806230660.0,
2012,94,Transferencias a otras admones. públicas,943N,Cooperación a través del Fondo Europeo de Desarrollo y del Fondo Europeo de Apoyo a la Paz,299320000.0,
2012,94,Transferencias a otras admones. públicas,941N,Transferencias a Comunidades Autónomas por los Fondos de Compensación Interterritorial,671580000.0,
2012,94,Transferencias a otras admones. públicas,941O,Otras transferencias a Comunidades Autónomas,497700000.0,
2012,94,Transferencias a otras admones. públicas,942A,Cooperación económica local del Estado,33387000.0,
2012,94,Transferencias a otras admones. públicas,943M,Transferencias al Presupuesto General de la Unión Europea,11471400000.0,
2012,94,Transferencias a otras admones. públicas,942N,Otras transferencias a Entidades Locales,223373170.0,
2012,94,Transferencias a otras admones. públicas,942M,Transferencias a Entidades Locales por participación en los ingresos del Estado,14683078520.0,
2012,25,Desempleo,,,28804314820.0,
2012,25,Desempleo,251M,Prestaciones a los desempleados,28804314820.0,
2012,26,Acceso a la vivienda y fomento de la edificación,,,817912290.0,
2012,26,Acceso a la vivienda y fomento de la edificación,261P,Urbanismo y política del suelo,1442380.0,
2012,26,Acceso a la vivienda y fomento de la edificación,261O,Ordenación y fomento de la edificación,37968490.0,
2012,26,Acceso a la vivienda y fomento de la edificación,261N,"Promoción, administración y ayudas para rehabilitación y acceso a vivienda",778501420.0,
2012,29,Gestión y administración de la Seguridad Social,,,2071393950.0,
2012,29,Gestión y administración de la Seguridad Social,291M,"Dirección y Servicios Generales de la Inclusión, de la Seguridad Social y de la Migración",1944364050.0,
