Año,Id Política,Nombre Política,Id Programa,Nombre Programa,Presupuesto Gasto,Gasto Real
2007,12,Defensa,,,7693334600.0,
2007,12,Defensa,121M,Administración y Servicios Generales de Defensa,1254904640.0,
2007,12,Defensa,122N,Apoyo Logístico,1732201560.0,
2007,12,Defensa,122M,Gastos Operativos de las Fuerzas Armadas,2226488870.0,
2007,12,Defensa,121N,Formación del Personal de las Fuerzas Armadas,465912400.0,
2007,12,Defensa,121O,Personal en reserva,638934230.0,
2007,12,Defensa,122A,Modernización de las Fuerzas Armadas,1374892900.0,
2007,31,Sanidad,,,4199726150.0,
2007,31,Sanidad,312F,Atención primaria de salud de Mutuas colaboradoras con la Seguridad Social e Instituto Social de la Marina,1036569480.0,
2007,31,Sanidad,311M,Dirección y Servicios Generales de Sanidad,80707430.0,
2007,31,Sanidad,313B,"Salud pública, sanidad exterior y calidad",36574540.0,
2007,31,Sanidad,313C,Seguridad alimentaria y nutrición,18084030.0,
2007,31,Sanidad,312E,Asistencia sanitaria del Mutualismo Administrativo,1879486910.0,
2007,31,Sanidad,313A,Prestaciones sanitarias y farmacia,42474980.0,
2007,31,Sanidad,312A,Asistencia hospitalaria en las Fuerzas Armadas,216828270.0,
2007,31,Sanidad,313D,"Donación y trasplante de órganos, tejidos y células",4098500.0,
2007,31,Sanidad,312C,Atención especializada de salud. Instituto Nacional de Gestión Sanitaria,133527700.0,
2007,31,Sanidad,311O,Políticas de Salud y Ordenación Profesional,226573610.0,
2007,31,Sanidad,312G,Atención especializada de salud de Mutuas colaboradoras con la Seguridad Social e Instituto Social de la Marina,389327730.0,
2007,31,Sanidad,312D,Medicina marítima,35858950.0,
2007,31,Sanidad,312B,Atención primaria de salud. Instituto Nacional de Gestión Sanitaria,53744770.0,
2007,31,Sanidad,312M,Asistencia sanitaria de la Seguridad Social gestionada por Comunidades Autónomas,45869250.0,
2007,49,Otras actuaciones de carácter económico,,,430822750.0,
2007,49,Otras actuaciones de carácter económico,491M,Ordenación y promoción de las telecomunicaciones y de la Sociedad de la Información,33994420.0,
2007,49,Otras actuaciones de carácter económico,495A,Desarrollo y aplicación de la información geográfica española,52111350.0,
2007,49,Otras actuaciones de carácter económico,492M,Defensa de la competencia en los mercados y regulación de sectores productivos,8976830.0,
2007,49,Otras actuaciones de carácter económico,492N,Regulación y vigilancia de la competencia en el Mercado de Tabacos,10501150.0,
2007,49,Otras actuaciones de carácter económico,493O,Regulación contable y de auditorías,7526880.0,
2007,49,Otras actuaciones de carácter económico,495B,Meteorología,104833370.0,
2007,49,Otras actuaciones de carácter económico,495C,Metrología,9729320.0,
2007,49,Otras actuaciones de carácter económico,494M,Administración de las relaciones laborales y condiciones de trabajo,73080170.0,
2007,49,Otras actuaciones de carácter económico,493M,"Dirección, control y gestión de seguros",12214680.0,
2007,49,Otras actuaciones de carácter económico,492O,Protección y promoción de los derechos de los consumidores y usuarios,19824210.0,
2007,49,Otras actuaciones de carácter económico,491N,Servicio postal universal,96537330.0,
2007,49,Otras actuaciones de carácter económico,493N,Regulación de mercados financieros,1493040.0,
2007,45,Infraestructuras,,,9889329650.0,
2007,45,Infraestructuras,454M,Regulación y seguridad del tráfico marítimo,218906510.0,
2007,45,Infraestructuras,452A,Gestión e infraestructuras del agua,1761134140.0,
2007,45,Infraestructuras,456A,Calidad del agua,606414860.0,
2007,45,Infraestructuras,451O,Dirección y Servicios Generales para la Transición Ecológica y el Reto Demográfico,86411330.0,
2007,45,Infraestructuras,453M,Ordenación e inspección del transporte terrestre,55809580.0,
2007,45,Infraestructuras,455M,Regulación y supervisión de la aviación civil,44013390.0,
2007,45,Infraestructuras,451N,"Dirección y Servicios Generales de Transportes, Movilidad y Agenda Urbana",169921920.0,
2007,45,Infraestructuras,456B,Protección y mejora del medio ambiente,57363690.0,
2007,45,Infraestructuras,453B,Creación de infraestructura de carreteras,2747765680.0,
2007,45,Infraestructuras,451M,Estudios y servicios de asistencia técnica en Obras Públicas y Urbanismo,43615410.0,
2007,45,Infraestructuras,456C,Protección y mejora del medio natural,346950520.0,
2007,45,Infraestructuras,453A,Infraestructura del transporte ferroviario,1814318570.0,
2007,45,Infraestructuras,452M,Normativa y ordenación territorial de los recursos hídricos,48433750.0,
2007,45,Infraestructuras,456M,Actuaciones para la prevención de la contaminación y el cambio climático,9486440.0,
2007,45,Infraestructuras,456D,Actuación en la costa,271040790.0,
2007,45,Infraestructuras,453C,Conservación y explotación de carreteras,1141473070.0,
2007,45,Infraestructuras,457M,Infraestructuras en comarcas mineras del carbón,466270000.0,
2007,46,"Investigación, desarrollo e innovación",,,3783057370.0,
2007,46,"Investigación, desarrollo e innovación",463A,Investigación científica,720630730.0,
2007,46,"Investigación, desarrollo e innovación",467G,Investigación y desarrollo de la Sociedad de la Información,163593550.0,
2007,46,"Investigación, desarrollo e innovación",462M,Investigación y estudios sociológicos y constitucionales,13376820.0,
2007,46,"Investigación, desarrollo e innovación",467A,Astronomía y astrofísica,15870780.0,
2007,46,"Investigación, desarrollo e innovación",464A,Investigación y estudios de las Fuerzas Armadas,356821360.0,
2007,46,"Investigación, desarrollo e innovación",467E,Investigación oceanográfica y pesquera,52076320.0,
2007,46,"Investigación, desarrollo e innovación",462N,Investigación y estudios estadísticos y económicos,7123660.0,
2007,46,"Investigación, desarrollo e innovación",465A,Investigación sanitaria,333578840.0,
2007,46,"Investigación, desarrollo e innovación",463B,Fomento y coordinación de la investigación científica y técnica,863589930.0,
2007,46,"Investigación, desarrollo e innovación",467I,Innovación tecnológica de las telecomunicaciones,345916230.0,
2007,46,"Investigación, desarrollo e innovación",467F,Investigación geológico-minera y medioambiental,66418380.0,
2007,46,"Investigación, desarrollo e innovación",467H,"Investigación energética, medioambiental y tecnológica",123428640.0,
2007,46,"Investigación, desarrollo e innovación",467D,Investigación y experimentación agraria,71082710.0,
2007,46,"Investigación, desarrollo e innovación",467C,Investigación y desarrollo tecnológico-industrial,629722840.0,
2007,46,"Investigación, desarrollo e innovación",467B,"Investigación, desarrollo y experimentación en transporte e infraestructuras",14303990.0,
2007,46,"Investigación, desarrollo e innovación",466A,Investigación y evaluación educativa,5522590.0,
2007,33,Cultura,,,1122240650.0,
2007,33,Cultura,334A,Promoción y cooperación cultural,33568830.0,
2007,33,Cultura,337C,Protección del Patrimonio Histórico,12648990.0,
2007,33,Cultura,337A,Administración del Patrimonio Histórico-Nacional,136485080.0,
2007,33,Cultura,335A,Música y danza,104205680.0,
2007,33,Cultura,333B,Exposiciones,5972170.0,
2007,33,Cultura,333A,Museos,248589850.0,
2007,33,Cultura,335B,Teatro,42608040.0,
2007,33,Cultura,332B,Bibliotecas,100408550.0,
2007,33,Cultura,336A,Fomento y apoyo de las actividades deportivas,152873650.0,
2007,33,Cultura,337B,Conservación y restauración de bienes culturales,78374230.0,
2007,33,Cultura,335C,Cinematografía,85198320.0,
2007,33,Cultura,334B,Promoción del libro y publicaciones culturales,18520520.0,
2007,33,Cultura,332A,Archivos,57011760.0,
2007,33,Cultura,331M,Dirección y Servicios Generales de Cultura y Deporte,45774980.0,
2007,21,Pensiones,,,91455543500.0,
2007,21,Pensiones,219N,Gestión de pensiones de Clases Pasivas,8342690.0,
2007,21,Pensiones,212M,Pensiones no contributivas y prestaciones asistenciales,2033395900.0,
2007,21,Pensiones,219M,Gestión de las prestaciones económicas de Seguridad Social,423635060.0,
2007,21,Pensiones,211O,Otras pensiones y prestaciones de Clases Pasivas,60785500.0,
2007,21,Pensiones,212N,Pensiones de guerra,440686520.0,
2007,21,Pensiones,211M,Pensiones contributivas de la Seguridad Social,80263146850.0,
2007,21,Pensiones,211N,Pensiones de Clases Pasivas,8225550980.0,
2007,92,Servicios de carácter general,,,6977742510.0,
2007,92,Servicios de carácter general,921P,Administración General del Estado en el Territorio,286342500.0,
2007,92,Servicios de carácter general,921T,Servicios de transportes de Ministerios,54244350.0,
2007,92,Servicios de carácter general,921V,"Evaluación de políticas y programas públicos, calidad de los servicios e impacto normativo",4901350.0,
2007,92,Servicios de carácter general,923C,Elaboración y difusión estadística,225332400.0,
2007,92,Servicios de carácter general,921Q,Cobertura informativa,18329760.0,
2007,92,Servicios de carácter general,921R,Publicidad de las normas legales,31187520.0,
2007,92,Servicios de carácter general,923N,Formación del personal de Economía y Hacienda,14363730.0,
2007,92,Servicios de carácter general,923M,Dirección y Servicios Generales de Hacienda y Función Pública,797004500.0,
2007,92,Servicios de carácter general,923A,Gestión del Patrimonio del Estado,101530560.0,
2007,92,Servicios de carácter general,921O,Formación del personal de las Administraciones Públicas,137070610.0,
2007,92,Servicios de carácter general,922M,Organización territorial del Estado y desarrollo de sus sistemas de colaboración,3507880.0,
2007,92,Servicios de carácter general,921S,Asesoramiento y defensa de los intereses del Estado,31049710.0,
2007,92,Servicios de carácter general,923P,Relaciones con Instituciones Financieras Multilaterales,2395940.0,
2007,92,Servicios de carácter general,921N,Dirección y organización de la Administración Pública,22525900.0,
2007,92,Servicios de carácter general,924M,Elecciones y Partidos Políticos,235122360.0,
2007,92,Servicios de carácter general,923O,Gestión de la Deuda y de la Tesorería del Estado,13486090.0,
2007,92,Servicios de carácter general,929M,Imprevistos y funciones no clasificadas,2078724500.0,
2007,92,Servicios de carácter general,921U,Publicaciones,1334620.0,
2007,92,Servicios de carácter general,929N,Fondo de contingencia de ejecución presupuestaria,2858514000.0,
2007,92,Servicios de carácter general,921M,Dirección y Servicios Generales de Política Territorial,55176570.0,
2007,92,Servicios de carácter general,922P,Coordinación y Relaciones Financieras con las EE.LL.,2336460.0,
2007,92,Servicios de carácter general,922O,Coordinación y Relaciones Financieras con las CC.AA.,3261200.0,
2007,23,Servicios sociales y promoción social,,,1831329130.0,
2007,23,Servicios sociales y promoción social,232A,Promoción y servicios a la juventud,36976070.0,
2007,23,Servicios sociales y promoción social,231F,Otros servicios sociales del Estado,407123900.0,
2007,23,Servicios sociales y promoción social,232B,Igualdad de oportunidades entre mujeres y hombres,42210900.0,
2007,23,Servicios sociales y promoción social,231A,Plan Nacional sobre Drogas,32198650.0,
2007,23,Servicios sociales y promoción social,231E,Otros servicios sociales de la Seguridad Social,382383290.0,
2007,23,Servicios sociales y promoción social,231C,Servicios Sociales de la Seguridad Social a personas con discapacidad,179217340.0,
2007,23,Servicios sociales y promoción social,231G,Atención a la infancia y a las familias,52916700.0,
2007,23,Servicios sociales y promoción social,231D,Servicios Sociales de la Seguridad Social a personas mayores,196921360.0,
2007,23,Servicios sociales y promoción social,231B,Acciones en favor de los emigrantes,437594550.0,
2007,23,Servicios sociales y promoción social,239M,Gestión de los servicios sociales de la Seguridad Social,50695960.0,
2007,23,Servicios sociales y promoción social,231N,Coordinación en materia de extranjería e inmigración,7621330.0,
2007,23,Servicios sociales y promoción social,231M,Servicios sociales de la Seguridad Social gestionados por las Comunidades Autónomas,5469080.0,
2007,32,Educación,,,2435351940.0,
2007,32,Educación,322C,Enseñanzas universitarias,217261670.0,
2007,32,Educación,321M,Dirección y Servicios Generales de Educación y Formación Profesional,83373260.0,
2007,32,Educación,321N,Formación permanente del profesorado de Educación,6521110.0,
2007,32,Educación,322G,Educación compensatoria,41381640.0,
2007,32,Educación,322B,"Educación Secundaria, Formación Profesional y Escuelas Oficiales de Idiomas",192289940.0,
2007,32,Educación,322F,Educación en el exterior,125551090.0,
2007,32,Educación,324M,Servicios complementarios de la enseñanza,6509470.0,
2007,32,Educación,322I,Enseñanzas especiales,610190.0,
2007,32,Educación,322K,Deporte en edad escolar y en la Universidad,21163770.0,
2007,32,Educación,323M,Becas y ayudas a estudiantes,1227046900.0,
2007,32,Educación,322E,Enseñanzas artísticas,4824790.0,
2007,32,Educación,322A,Educación Infantil y Primaria,460487780.0,
2007,32,Educación,322D,Educación especial,11855400.0,
2007,32,Educación,322J,Nuevas tecnologías aplicadas a la educación,11618980.0,
2007,32,Educación,322H,Educación permanente y a distancia no universitaria,6205720.0,
2007,32,Educación,324N,Apoyo a otras actividades escolares,18650230.0,
2007,14,Política exterior,,,1562590860.0,
2007,14,Política exterior,143A,Cooperación para el desarrollo,765367970.0,
2007,14,Política exterior,142A,Acción del Estado en el exterior,556035500.0,
2007,14,Política exterior,142B,Acción Diplomática ante la Unión Europea,22845130.0,
2007,14,Política exterior,141M,"Dirección y Servicios Generales de Asuntos Exteriores, Unión Europea y Cooperación",79342450.0,
2007,14,Política exterior,144A,"Cooperación, promoción y difusión cultural en el exterior",138999810.0,
2007,13,Seguridad ciudadana e instituciones penitenciarias,,,8136636060.0,
2007,13,Seguridad ciudadana e instituciones penitenciarias,132B,Seguridad vial,768242070.0,
2007,13,Seguridad ciudadana e instituciones penitenciarias,135M,Protección de datos de carácter personal,10076350.0,
2007,13,Seguridad ciudadana e instituciones penitenciarias,132A,Seguridad ciudadana,5278584050.0,
2007,13,Seguridad ciudadana e instituciones penitenciarias,131O,Fuerzas y Cuerpos en reserva,750130950.0,
2007,13,Seguridad ciudadana e instituciones penitenciarias,131P,Derecho de asilo y apátridas,4848180.0,
2007,13,Seguridad ciudadana e instituciones penitenciarias,134M,Protección Civil,21461080.0,
2007,13,Seguridad ciudadana e instituciones penitenciarias,131M,Dirección y Servicios Generales de Seguridad y Protección Civil,82305440.0,
2007,13,Seguridad ciudadana e instituciones penitenciarias,133A,Centros e Instituciones Penitenciarias,989255630.0,
2007,13,Seguridad ciudadana e instituciones penitenciarias,132C,Actuaciones policiales en materia de droga,63519190.0,
2007,13,Seguridad ciudadana e instituciones penitenciarias,131N,Formación de Fuerzas y Cuerpos de Seguridad del Estado,134971880.0,
2007,13,Seguridad ciudadana e instituciones penitenciarias,133B,"Trabajo, formación y asistencia a reclusos",33241240.0,
2007,42,Industria y energía,,,1801849090.0,
2007,42,Industria y energía,424M,Seguridad nuclear y protección radiológica,43739590.0,
2007,42,Industria y energía,423N,Explotación minera,733043680.0,
2007,42,Industria y energía,421N,Regulación y protección de la Propiedad Industrial,52043460.0,
2007,42,Industria y energía,421M,"Dirección y Servicios Generales de Industria, Comercio y Turismo",122574480.0,
2007,42,Industria y energía,422A,Incentivos regionales a la localización industrial,280892200.0,
2007,42,Industria y energía,425A,Normativa y desarrollo energético,80147060.0,
2007,42,Industria y energía,421O,Calidad y seguridad industrial,8068130.0,
2007,42,Industria y energía,422M,Reconversión y reindustrialización,264300330.0,
2007,42,Industria y energía,422B,Desarrollo industrial,4550160.0,
2007,42,Industria y energía,423M,Desarrollo alternativo de las comarcas mineras del carbón,212490000.0,
2007,43,"Comercio, turismo y PYMES",,,676553160.0,
2007,43,"Comercio, turismo y PYMES",432A,Coordinación y promoción del turismo,201098530.0,
2007,43,"Comercio, turismo y PYMES",431A,Promoción comercial e internacionalización de la empresa,321142740.0,
2007,43,"Comercio, turismo y PYMES",431N,Ordenación del comercio exterior,13590470.0,
2007,43,"Comercio, turismo y PYMES",433M,Apoyo a la pequeña y mediana empresa,94397550.0,
2007,43,"Comercio, turismo y PYMES",431O,Ordenación y modernización de las estructuras comerciales,16949030.0,
2007,43,"Comercio, turismo y PYMES",431M,Dirección y Servicios Generales de Comercio y Turismo,29374840.0,
2007,11,Justicia,,,1450535590.0,
2007,11,Justicia,111O,Selección y formación de jueces,21146110.0,
2007,11,Justicia,111Q,Formación del Personal de la Administración de Justicia,13867740.0,
2007,11,Justicia,111P,Documentación y publicaciones judiciales,9971250.0,
2007,11,Justicia,111N,Dirección y Servicios Generales de Justicia,53114500.0,
2007,11,Justicia,111M,Gobierno del Poder Judicial,37693280.0,
2007,11,Justicia,112A,Tribunales de Justicia y Ministerio Fiscal,1294605030.0,
2007,11,Justicia,113M,Registros vinculados con la Fe Pública,20137680.0,
2007,22,Otras prestaciones económicas,,,12271211210.0,
2007,22,Otras prestaciones económicas,222M,Prestaciones económicas del Mutualismo Administrativo,522153170.0,
2007,22,Otras prestaciones económicas,223M,Prestaciones de garantía salarial,530399850.0,
2007,22,Otras prestaciones económicas,221M,Subsidios de incapacidad temporal y otras prestaciones económicas de la Seguridad Social,11218658190.0,
2007,41,"Agricultura, pesca y alimentación",,,8448219790.0,
2007,41,"Agricultura, pesca y alimentación",413A,Competitividad industria agroalimentaria y calidad alimentaria,92446940.0,
2007,41,"Agricultura, pesca y alimentación",416A,Previsión de riesgos en las producciones agrarias y pesqueras,271549800.0,
2007,41,"Agricultura, pesca y alimentación",412M,Regulación de los mercados agrarios,6368158140.0,
2007,41,"Agricultura, pesca y alimentación",414B,Desarrollo del medio rural,944246610.0,
2007,41,"Agricultura, pesca y alimentación",415B,Mejora de estructuras y mercados pesqueros,136545590.0,
2007,41,"Agricultura, pesca y alimentación",414A,"Gestión de recursos hídricos para el regadío, caminos naturales y otras infraestructuras rurales",122390010.0,
2007,41,"Agricultura, pesca y alimentación",415A,Protección de los recursos pesqueros y desarrollo sostenible,51229630.0,
2007,41,"Agricultura, pesca y alimentación",411M,"Dirección y Servicios Generales de Agricultura, Pesca y Alimentación",155214420.0,
2007,41,"Agricultura, pesca y alimentación",412B,Competitividad y calidad de la producción ganadera,199071360.0,
2007,41,"Agricultura, pesca y alimentación",412A,Competitividad y calidad de la producción agrícola,107367290.0,
2007,93,Administración financiera y tributaria,,,1557742500.0,
2007,93,Administración financiera y tributaria,931O,Política tributaria,7953330.0,
2007,93,Administración financiera y tributaria,931N,Política presupuestaria,53444590.0,
2007,93,Administración financiera y tributaria,931M,Previsión y política económica,54350620.0,
2007,93,Administración financiera y tributaria,932M,Gestión del catastro inmobiliario,126764270.0,
2007,93,Administración financiera y tributaria,932N,Resolución de reclamaciones económico-administrativas,30542620.0,
2007,93,Administración financiera y tributaria,932A,Aplicación del sistema tributario estatal,1201108190.0,
2007,93,Administración financiera y tributaria,931P,Control interno y Contabilidad Pública,83578880.0,
2007,91,Alta dirección,,,714682490.0,
2007,91,Alta dirección,911Q,Apoyo a la gestión administrativa de la Jefatura del Estado,5823190.0,
2007,91,Alta dirección,911N,Actividad legislativa,218268260.0,
2007,91,Alta dirección,912O,"Relaciones con las Cortes Generales, Secretariado del Gobierno y apoyo a la Alta Dirección",93744850.0,
2007,91,Alta dirección,911P,Control Constitucional,25282140.0,
2007,91,Alta dirección,911O,Control externo del Sector Público,54306540.0,
2007,91,Alta dirección,912M,Presidencia del Gobierno,47011690.0,
2007,91,Alta dirección,912Q,Asesoramiento para la protección de los intereses nacionales,241253470.0,
2007,91,Alta dirección,912P,"Asesoramiento del Gobierno en materia social, económica y laboral",9286850.0,
2007,91,Alta dirección,912N,Alto asesoramiento del Estado,11415530.0,
2007,91,Alta dirección,911M,Jefatura del Estado,8289970.0,
2007,44,Subvenciones al transporte,,,1685138930.0,
2007,44,Subvenciones al transporte,441M,Subvenciones y apoyo al transporte terrestre,1182281600.0,
2007,44,Subvenciones al transporte,441O,Subvenciones y apoyo al transporte aéreo,379641810.0,
2007,44,Subvenciones al transporte,441N,Subvenciones y apoyo al transporte marítimo,93215520.0,
2007,44,Subvenciones al transporte,441P,Subvenciones al transporte extrapeninsular de mercancías,30000000.0,
2007,24,Fomento del empleo,,,7286557390.0,
2007,24,Fomento del empleo,241A,Fomento de la inserción y estabilidad laboral,7265561180.0,
2007,24,Fomento del empleo,241N,"Desarrollo del trabajo autónomo, de la economía social y de la responsabilidad social de las empresas",20996210.0,
2007,94,Transferencias a otras admones. públicas,,,60993306390.0,
2007,94,Transferencias a otras admones. públicas,941M,Transferencias a Comunidades Autónomas por participación en los ingresos del Estado,33411669590.0,
2007,94,Transferencias a otras admones. públicas,943N,Cooperación a través del Fondo Europeo de Desarrollo y del Fondo Europeo de Apoyo a la Paz,180000000.0,
2007,94,Transferencias a otras admones. públicas,941N,Transferencias a Comunidades Autónomas por los Fondos de Compensación Interterritorial,1237600000.0,
2007,94,Transferencias a otras admones. públicas,941O,Otras transferencias a Comunidades Autónomas,815340000.0,
2007,94,Transferencias a otras admones. públicas,942A,Cooperación económica local del Estado,190659820.0,
2007,94,Transferencias a otras admones. públicas,943M,Transferencias al Presupuesto General de la Unión Europea,11474150050.0,
2007,94,Transferencias a otras admones. públicas,942N,Otras transferencias a Entidades Locales,202329550.0,
2007,94,Transferencias a otras admones. públicas,942M,Transferencias a Entidades Locales por participación en los ingresos del Estado,13481557380.0,
2007,25,Desempleo,,,14470155790.0,
2007,25,Desempleo,251M,Prestaciones a los desempleados,14470155790.0,
2007,26,Acceso a la vivienda y fomento de la edificación,,,1247537930.0,
2007,26,Acceso a la vivienda y fomento de la edificación,261P,Urbanismo y política del suelo,1698030.0,
2007,26,Acceso a la vivienda y fomento de la edificación,261O,Ordenación y fomento de la edificación,77894680.0,
2007,26,Acceso a la vivienda y fomento de la edificación,261N,"Promoción, administración y ayudas para rehabilitación y acceso a vivienda",1149245830.0,
2007,26,Acceso a la vivienda y fomento de la edificación,261M,Dirección y Servicios Generales de Vivienda,18699390.0,
2007,29,Gestión y administración de la Seguridad Social,,,2150694090.0,
2007,29,Gestión y administración de la Seguridad Social,291M,"Dirección y Servicios Generales de la Inclusión, de la Seguridad Social y de la Migración",2026108140.0,
2007,29,Gestión y administración de la Seguridad Social,291A,Inspección y control de Seguridad y Protección Social,124585950.0,
2007,95,Deuda pública,,,15925000000.0,
2007,95,Deuda pública,951M,Amortización y gastos financieros de la deuda pública en euros,15154066270.0,
2007,95,Deuda pública,951N,Amortización y gastos financieros de la deuda pública en moneda extranjera,770933730.0,
2008,12,Defensa,,,8146246170.0,
2008,12,Defensa,121M,Administración y Servicios Generales de Defensa,1218779030.0,
2008,12,Defensa,122B,Programas especiales de modernización,607105720.0,
2008,12,Defensa,122N,Apoyo Logístico,1926791340.0,
2008,12,Defensa,122M,Gastos Operativos de las Fuerzas Armadas,2446903670.0,
2008,12,Defensa,121N,Formación del Personal de las Fuerzas Armadas,473558910.0,
2008,12,Defensa,121O,Personal en reserva,657668890.0,
2008,12,Defensa,122A,Modernización de las Fuerzas Armadas,815438610.0,
2008,31,Sanidad,,,4433236140.0,
2008,31,Sanidad,312F,Atención primaria de salud de Mutuas colaboradoras con la Seguridad Social e Instituto Social de la Marina,1119932300.0,
2008,31,Sanidad,311M,Dirección y Servicios Generales de Sanidad,85556570.0,
2008,31,Sanidad,313B,"Salud pública, sanidad exterior y calidad",35504360.0,
2008,31,Sanidad,313C,Seguridad alimentaria y nutrición,18553710.0,
2008,31,Sanidad,312E,Asistencia sanitaria del Mutualismo Administrativo,1977352570.0,
2008,31,Sanidad,313A,Prestaciones sanitarias y farmacia,47795480.0,
2008,31,Sanidad,312A,Asistencia hospitalaria en las Fuerzas Armadas,215022970.0,
2008,31,Sanidad,313D,"Donación y trasplante de órganos, tejidos y células",4207570.0,
2008,31,Sanidad,312C,Atención especializada de salud. Instituto Nacional de Gestión Sanitaria,152722630.0,
2008,31,Sanidad,311O,Políticas de Salud y Ordenación Profesional,229023770.0,
2008,31,Sanidad,312G,Atención especializada de salud de Mutuas colaboradoras con la Seguridad Social e Instituto Social de la Marina,405272530.0,
2008,31,Sanidad,312D,Medicina marítima,36988530.0,
2008,31,Sanidad,312B,Atención primaria de salud. Instituto Nacional de Gestión Sanitaria,58516510.0,
2008,31,Sanidad,312M,Asistencia sanitaria de la Seguridad Social gestionada por Comunidades Autónomas,46786640.0,
2008,49,Otras actuaciones de carácter económico,,,460980570.0,
2008,49,Otras actuaciones de carácter económico,491M,Ordenación y promoción de las telecomunicaciones y de la Sociedad de la Información,36024560.0,
2008,49,Otras actuaciones de carácter económico,495A,Desarrollo y aplicación de la información geográfica española,49571400.0,
2008,49,Otras actuaciones de carácter económico,492M,Defensa de la competencia en los mercados y regulación de sectores productivos,10483500.0,
2008,49,Otras actuaciones de carácter económico,492N,Regulación y vigilancia de la competencia en el Mercado de Tabacos,10656290.0,
2008,49,Otras actuaciones de carácter económico,493O,Regulación contable y de auditorías,7788150.0,
2008,49,Otras actuaciones de carácter económico,495B,Meteorología,106518830.0,
2008,49,Otras actuaciones de carácter económico,495C,Metrología,9961320.0,
2008,49,Otras actuaciones de carácter económico,494M,Administración de las relaciones laborales y condiciones de trabajo,70308310.0,
2008,49,Otras actuaciones de carácter económico,493M,"Dirección, control y gestión de seguros",13639540.0,
2008,49,Otras actuaciones de carácter económico,492O,Protección y promoción de los derechos de los consumidores y usuarios,43950570.0,
2008,49,Otras actuaciones de carácter económico,491N,Servicio postal universal,100428090.0,
2008,49,Otras actuaciones de carácter económico,493N,Regulación de mercados financieros,1650010.0,
2008,45,Infraestructuras,,,10291680270.0,
2008,45,Infraestructuras,454M,Regulación y seguridad del tráfico marítimo,228043800.0,
2008,45,Infraestructuras,452A,Gestión e infraestructuras del agua,1907386970.0,
2008,45,Infraestructuras,456A,Calidad del agua,550332350.0,
2008,45,Infraestructuras,451O,Dirección y Servicios Generales para la Transición Ecológica y el Reto Demográfico,97554820.0,
2008,45,Infraestructuras,453M,Ordenación e inspección del transporte terrestre,57614910.0,
2008,45,Infraestructuras,455M,Regulación y supervisión de la aviación civil,44485290.0,
2008,45,Infraestructuras,451N,"Dirección y Servicios Generales de Transportes, Movilidad y Agenda Urbana",159463840.0,
2008,45,Infraestructuras,456B,Protección y mejora del medio ambiente,61632870.0,
2008,45,Infraestructuras,453B,Creación de infraestructura de carreteras,2821800010.0,
2008,45,Infraestructuras,451M,Estudios y servicios de asistencia técnica en Obras Públicas y Urbanismo,44587410.0,
2008,45,Infraestructuras,456C,Protección y mejora del medio natural,373506680.0,
2008,45,Infraestructuras,453A,Infraestructura del transporte ferroviario,1909402460.0,
2008,45,Infraestructuras,452M,Normativa y ordenación territorial de los recursos hídricos,51382370.0,
2008,45,Infraestructuras,456M,Actuaciones para la prevención de la contaminación y el cambio climático,9208610.0,
2008,45,Infraestructuras,456D,Actuación en la costa,291095280.0,
2008,45,Infraestructuras,453C,Conservación y explotación de carreteras,1219182600.0,
2008,45,Infraestructuras,457M,Infraestructuras en comarcas mineras del carbón,465000000.0,
2008,46,"Investigación, desarrollo e innovación",,,4238253550.0,
2008,46,"Investigación, desarrollo e innovación",463A,Investigación científica,760029470.0,
2008,46,"Investigación, desarrollo e innovación",467G,Investigación y desarrollo de la Sociedad de la Información,182105180.0,
2008,46,"Investigación, desarrollo e innovación",462M,Investigación y estudios sociológicos y constitucionales,14291930.0,
2008,46,"Investigación, desarrollo e innovación",467A,Astronomía y astrofísica,18761940.0,
2008,46,"Investigación, desarrollo e innovación",464A,Investigación y estudios de las Fuerzas Armadas,351447850.0,
2008,46,"Investigación, desarrollo e innovación",467E,Investigación oceanográfica y pesquera,68006910.0,
2008,46,"Investigación, desarrollo e innovación",462N,Investigación y estudios estadísticos y económicos,7576700.0,
2008,46,"Investigación, desarrollo e innovación",465A,Investigación sanitaria,367020840.0,
2008,46,"Investigación, desarrollo e innovación",463B,Fomento y coordinación de la investigación científica y técnica,1016860050.0,
2008,46,"Investigación, desarrollo e innovación",467I,Innovación tecnológica de las telecomunicaciones,327300120.0,
2008,46,"Investigación, desarrollo e innovación",467F,Investigación geológico-minera y medioambiental,76225790.0,
2008,46,"Investigación, desarrollo e innovación",467H,"Investigación energética, medioambiental y tecnológica",110618930.0,
2008,46,"Investigación, desarrollo e innovación",467D,Investigación y experimentación agraria,83071210.0,
2008,46,"Investigación, desarrollo e innovación",467C,Investigación y desarrollo tecnológico-industrial,810598410.0,
2008,46,"Investigación, desarrollo e innovación",467B,"Investigación, desarrollo y experimentación en transporte e infraestructuras",38573460.0,
2008,46,"Investigación, desarrollo e innovación",466A,Investigación y evaluación educativa,5764760.0,
2008,33,Cultura,,,1214614040.0,
2008,33,Cultura,334A,Promoción y cooperación cultural,51768220.0,
2008,33,Cultura,337C,Protección del Patrimonio Histórico,14517320.0,
2008,33,Cultura,337A,Administración del Patrimonio Histórico-Nacional,140018670.0,
2008,33,Cultura,335A,Música y danza,116145740.0,
